       x               Bx            y              By             z           Bz       gamma          ID
  1.90315804E-02  4.32719677E-03 -9.09740715E-03 -2.00802840E-03  0.00000000E+00  5.53862467E-01  1.20106486E+00  1.53230000E+04
 -1.95595871E-02  6.75891271E-03  5.70585650E-03 -1.03635590E-02  0.00000000E+00  5.31596334E-01  1.18076655E+00  1.53240000E+04
 -2.91788987E-03  9.33973854E-03  6.80896857E-03  4.97536708E-03  0.00000000E+00  5.58498300E-01  1.20563539E+00  1.53250000E+04
 -1.29609667E-02 -4.74897790E-03 -9.74768202E-03 -6.98816797E-03  0.00000000E+00  5.56632155E-01  1.20378067E+00  1.53260000E+04
  1.75587857E-02 -6.21809175E-04 -7.46248138E-03  8.31000599E-03  0.00000000E+00  5.67870755E-01  1.21495530E+00  1.53270000E+04
 -1.58924753E-02  8.78493864E-03  7.83500146E-03 -1.03976991E-02  0.00000000E+00  5.31315970E-01  1.18054782E+00  1.53280000E+04
  2.60591972E-03 -1.37859315E-03 -9.22625036E-03  6.74303728E-03  0.00000000E+00  5.29757538E-01  1.17907675E+00  1.53290000E+04
 -1.39308235E-02  2.16464210E-03 -4.58924423E-03 -4.80349013E-03  0.00000000E+00  5.54964342E-01  1.20212904E+00  1.53300000E+04
 -1.55145116E-02 -9.15199926E-04 -8.63664399E-03 -4.54429411E-03  0.00000000E+00  5.54856973E-01  1.20202010E+00  1.53310000E+04
 -1.79636417E-02  1.01196596E-02  1.22760883E-02 -6.14699538E-03  0.00000000E+00  5.51645589E-01  1.19904857E+00  1.53320000E+04
 -1.59097895E-02 -4.26419616E-03 -1.74099899E-02 -7.29616503E-03  0.00000000E+00  5.55092652E-01  1.20229071E+00  1.53330000E+04
  2.17933522E-03  7.54384664E-03  6.25666444E-04  1.49081576E-03  0.00000000E+00  5.33914707E-01  1.18272739E+00  1.53340000E+04
 -3.10779028E-03 -8.94082621E-03  1.03668494E-02  7.76570698E-03  0.00000000E+00  5.33230459E-01  1.18219082E+00  1.53350000E+04
 -8.00006827E-03 -5.15326116E-03 -8.94164478E-03 -5.73681520E-03  0.00000000E+00  5.36593816E-01  1.18510732E+00  1.53360000E+04
 -1.28456662E-02  8.56425594E-03 -1.90332939E-02 -3.10794208E-03  0.00000000E+00  5.55900510E-01  1.20308147E+00  1.53370000E+04
  8.52422503E-03 -9.42392972E-03 -7.68615904E-03 -5.69998025E-03  0.00000000E+00  5.46272345E-01  1.19397966E+00  1.53380000E+04
 -1.44093387E-02  5.46078060E-03 -1.65538834E-02 -1.02738035E-03  0.00000000E+00  5.39301197E-01  1.18751501E+00  1.53390000E+04
  1.37437987E-02 -9.94857275E-03  1.27644778E-02  1.03655560E-02  0.00000000E+00  5.62058364E-01  1.20922965E+00  1.53400000E+04
  9.78654457E-03  1.09247889E-02 -1.49122179E-02 -5.23507377E-03  0.00000000E+00  5.66777356E-01  1.21391349E+00  1.53410000E+04
 -5.79055968E-03  9.25098133E-03 -1.08300093E-02 -1.06441014E-02  0.00000000E+00  5.34896525E-01  1.18371230E+00  1.53420000E+04
 -6.80389701E-03 -6.20913014E-03 -1.76299133E-02  2.29882356E-03  0.00000000E+00  5.62987783E-01  1.21001111E+00  1.53430000E+04
 -1.91593743E-04 -5.48490515E-04  9.14792492E-03 -9.24711877E-03  0.00000000E+00  5.43194151E-01  1.19110575E+00  1.53440000E+04
 -1.96651132E-02  5.59467633E-03 -5.96977499E-05  8.75080779E-03  0.00000000E+00  5.30630962E-01  1.17988626E+00  1.53450000E+04
  1.32062535E-03 -1.45572901E-03 -7.49138525E-03  7.15844751E-03  0.00000000E+00  5.60734359E-01  1.20778266E+00  1.53460000E+04
 -3.48634669E-04  1.96858579E-03  4.14876451E-03  1.07527598E-02  0.00000000E+00  5.64974043E-01  1.21206794E+00  1.53470000E+04
  1.22463378E-02 -7.43687234E-03 -5.06728375E-03  1.09913015E-02  0.00000000E+00  5.56050110E-01  1.20330744E+00  1.53480000E+04
 -1.18810332E-02 -1.98204368E-03  7.63711776E-03  5.06757490E-03  0.00000000E+00  5.32727133E-01  1.18165657E+00  1.53490000E+04
  3.03100238E-03 -7.64088222E-03 -1.02859026E-03  1.30687897E-03  0.00000000E+00  5.50908089E-01  1.19827939E+00  1.53500000E+04
 -5.64900272E-03  5.64768395E-03  8.30760520E-03  7.77359520E-03  0.00000000E+00  5.52213713E-01  1.19954817E+00  1.53510000E+04
  1.79033991E-02 -2.84827296E-03 -8.01741238E-03 -1.09296979E-03  0.00000000E+00  5.26819837E-01  1.17651004E+00  1.53520000E+04
 -1.60013452E-02 -6.50665059E-03 -2.02294299E-03  5.72704587E-03  0.00000000E+00  5.47768246E-01  1.19533550E+00  1.53530000E+04
  1.78037915E-02 -1.06440528E-02  5.18242187E-03  6.45009678E-03  0.00000000E+00  5.65881019E-01  1.21301374E+00  1.53540000E+04
  8.24358427E-03  3.09377770E-03 -8.67168629E-03  4.35852852E-03  0.00000000E+00  5.52549858E-01  1.19981373E+00  1.53550000E+04
  1.13806742E-02  7.76974218E-03 -4.59547990E-03  8.89267437E-03  0.00000000E+00  5.31134054E-01  1.18035116E+00  1.53560000E+04
  4.90844151E-04 -9.89709434E-03  5.46052816E-03  2.64734401E-03  0.00000000E+00  5.50465401E-01  1.19789872E+00  1.53570000E+04
  1.83615407E-02 -4.73521535E-04  3.37068319E-03 -1.03272392E-03  0.00000000E+00  5.66214003E-01  1.21321312E+00  1.53580000E+04
  1.45248109E-02  6.78259583E-03  1.02364339E-03 -6.25788162E-03  0.00000000E+00  5.65835157E-01  1.21290520E+00  1.53590000E+04
 -3.95633132E-03  5.92752637E-03 -3.42041279E-03 -9.01973569E-03  0.00000000E+00  5.35127029E-01  1.18384854E+00  1.53600000E+04
  1.23678733E-02  8.59424652E-03 -1.35890283E-02 -2.73536344E-03  0.00000000E+00  5.30601693E-01  1.17983896E+00  1.53610000E+04
  1.95184601E-02 -8.52402796E-03  9.10246809E-04  9.69147035E-03  0.00000000E+00  5.56484918E-01  1.20372076E+00  1.53620000E+04
 -8.18148027E-03 -6.58524081E-03 -1.13831685E-02  7.75939464E-03  0.00000000E+00  5.46840184E-01  1.19449317E+00  1.53630000E+04
 -8.80440156E-03 -4.98583248E-03 -1.57599307E-02  3.57632490E-03  0.00000000E+00  5.26508373E-01  1.17626605E+00  1.53640000E+04
  1.62434621E-02  5.31702109E-03 -3.09790742E-03 -6.79844966E-04  0.00000000E+00  5.29549370E-01  1.17888080E+00  1.53650000E+04
  1.38042574E-02 -5.02149934E-03 -2.06772092E-03  7.27482163E-03  0.00000000E+00  5.30935688E-01  1.18012758E+00  1.53660000E+04
  2.79386191E-03  2.63471739E-03 -2.69618822E-03  7.66933800E-03  0.00000000E+00  5.40007985E-01  1.18818352E+00  1.53670000E+04
  1.07314404E-03  1.06366225E-02 -4.58372988E-03 -6.53873392E-03  0.00000000E+00  5.51504388E-01  1.19892786E+00  1.53680000E+04
 -1.26103895E-02  4.89906352E-03  1.38186297E-02 -7.55097496E-03  0.00000000E+00  5.53139259E-01  1.20042229E+00  1.53690000E+04
 -2.81503403E-03 -2.11124532E-03 -4.79698392E-03 -6.94971970E-03  0.00000000E+00  5.67181137E-01  1.21423907E+00  1.53700000E+04
  1.71974495E-02  9.73720310E-03 -6.22110159E-03 -3.49137035E-03  0.00000000E+00  5.40250567E-01  1.18843799E+00  1.53710000E+04
 -9.40899736E-03  9.37230222E-03  8.88928114E-04  6.97448520E-03  0.00000000E+00  5.46089805E-01  1.19382291E+00  1.53720000E+04
 -7.86080616E-03 -1.83928513E-03 -1.43940916E-03 -9.88346365E-03  0.00000000E+00  5.67918023E-01  1.21503180E+00  1.53730000E+04
  3.55455378E-03 -5.55774175E-03 -9.19220641E-03  6.04615363E-03  0.00000000E+00  5.31826336E-01  1.18089740E+00  1.53740000E+04
  4.59233792E-03 -3.00230629E-03 -1.16877185E-02 -6.37372142E-03  0.00000000E+00  5.48412345E-01  1.19591709E+00  1.53750000E+04
  1.62180704E-02  1.05436932E-02 -2.87276609E-03  7.64509052E-03  0.00000000E+00  5.57556927E-01  1.20476624E+00  1.53760000E+04
 -6.58134174E-04 -3.36790963E-03 -1.20711062E-02 -5.83449266E-03  0.00000000E+00  5.49797847E-01  1.19721683E+00  1.53770000E+04
 -1.09348658E-02 -5.04333874E-04  8.31980052E-03  8.40996507E-03  0.00000000E+00  5.27345425E-01  1.17701171E+00  1.53780000E+04
 -3.58252110E-03 -4.92556954E-03 -1.92270036E-02 -4.66320276E-03  0.00000000E+00  5.40561786E-01  1.18866917E+00  1.53790000E+04
 -4.01426204E-03 -8.33971552E-03 -1.81344126E-02 -1.10410929E-02  0.00000000E+00  5.66865628E-01  1.21404299E+00  1.53800000E+04
  1.62709391E-02 -6.07051214E-03  4.19217941E-03 -6.18250387E-03  0.00000000E+00  5.55883032E-01  1.20305765E+00  1.53810000E+04
  5.27795076E-03 -5.71080701E-03  1.48548843E-02 -1.01880982E-02  0.00000000E+00  5.57227806E-01  1.20441657E+00  1.53820000E+04
 -4.90007269E-05  5.79717892E-03 -1.73423445E-02  9.90801681E-03  0.00000000E+00  5.40378270E-01  1.18857462E+00  1.53830000E+04
 -1.92960174E-02  6.70821328E-03 -7.87648928E-03 -8.77567276E-03  0.00000000E+00  5.56335470E-01  1.20353690E+00  1.53840000E+04
 -1.81351206E-02  1.44635131E-03 -1.92770538E-02  8.69615285E-03  0.00000000E+00  5.49525678E-01  1.19698792E+00  1.53850000E+04
 -1.63963431E-02 -4.56581601E-03 -1.12180775E-02 -8.13633961E-03  0.00000000E+00  5.34265665E-01  1.18306074E+00  1.53860000E+04
 -8.71904814E-03  3.17788616E-03  1.90345877E-02 -3.63974779E-03  0.00000000E+00  5.46293498E-01  1.19391597E+00  1.53870000E+04
 -4.57147220E-03  1.17675813E-03  1.96873512E-02  5.88577850E-03  0.00000000E+00  5.67630337E-01  1.21468063E+00  1.53880000E+04
  9.44308196E-03  1.04140436E-02 -1.19464585E-02  5.86978511E-03  0.00000000E+00  5.37879536E-01  1.18632835E+00  1.53890000E+04
  6.82078975E-03 -9.75214196E-03  4.60308596E-03  7.18386682E-03  0.00000000E+00  5.53714351E-01  1.20103012E+00  1.53900000E+04
 -2.11272579E-04 -1.03423724E-02 -1.82517553E-02 -6.21806887E-03  0.00000000E+00  5.60852828E-01  1.20798104E+00  1.53910000E+04
 -3.09396829E-03  1.04671687E-02 -8.41085808E-03  5.36833934E-03  0.00000000E+00  5.26840430E-01  1.17663282E+00  1.53920000E+04
  5.08967321E-03 -9.55534454E-03  8.21108374E-03 -1.08738045E-02  0.00000000E+00  5.52634881E-01  1.20005124E+00  1.53930000E+04
 -1.56726464E-02 -1.40500152E-03 -1.20529078E-02 -6.47094730E-03  0.00000000E+00  5.58155407E-01  1.20524038E+00  1.53940000E+04
  2.42350914E-03 -1.11071326E-02 -1.79170567E-02  2.54699499E-03  0.00000000E+00  5.62691782E-01  1.20979221E+00  1.53950000E+04
 -8.32172606E-03 -1.20090559E-03 -1.59368274E-02  8.48449261E-03  0.00000000E+00  5.29988227E-01  1.17929854E+00  1.53960000E+04
  1.33388740E-02 -1.58303106E-03 -2.26218410E-03  9.49833838E-03  0.00000000E+00  5.31814527E-01  1.18090787E+00  1.53970000E+04
  5.25660333E-03  8.51081337E-03  7.47738194E-03  7.26961380E-03  0.00000000E+00  5.39666282E-01  1.18792410E+00  1.53980000E+04
  9.73943452E-04 -1.09387889E-02  7.60336814E-03  8.83435844E-04  0.00000000E+00  5.68094256E-01  1.21522878E+00  1.53990000E+04
  1.87531940E-02  8.65198263E-03 -1.18133679E-02 -9.91187274E-03  0.00000000E+00  5.46066603E-01  1.19383250E+00  1.54000000E+04
  2.09424999E-03  4.64580646E-03 -1.06082594E-02  6.49327540E-03  0.00000000E+00  5.36996255E-01  1.18547062E+00  1.54010000E+04
  7.78499851E-03  2.18543774E-03  7.48091263E-03 -1.83211565E-03  0.00000000E+00  5.36669238E-01  1.18513197E+00  1.54020000E+04
 -1.17114239E-02 -1.06967480E-02  1.42640734E-02 -9.75735662E-03  0.00000000E+00  5.58822974E-01  1.20603901E+00  1.54030000E+04
 -1.71664307E-02  8.84106349E-03 -3.60264337E-03 -8.53496145E-03  0.00000000E+00  5.62882278E-01  1.21000082E+00  1.54040000E+04
 -1.37865304E-02 -3.80707316E-03 -1.42505895E-03  5.30846069E-03  0.00000000E+00  5.56463297E-01  1.20359174E+00  1.54050000E+04
 -1.64669811E-03  7.81068325E-03 -2.57746266E-03 -9.10544818E-03  0.00000000E+00  5.62686536E-01  1.20979943E+00  1.54060000E+04
 -3.92329139E-03 -2.97905172E-03  1.64002551E-02  3.30858849E-03  0.00000000E+00  5.38876209E-01  1.18712229E+00  1.54070000E+04
  1.33447002E-02 -5.30438522E-03  1.74395679E-02  5.96540783E-03  0.00000000E+00  5.54281923E-01  1.20150326E+00  1.54080000E+04
  5.42290844E-03 -6.78659627E-03 -1.04861984E-02  2.95176684E-03  0.00000000E+00  5.47934167E-01  1.19547338E+00  1.54090000E+04
  8.64336761E-04 -8.24155385E-03 -3.04812442E-03  5.94642286E-03  0.00000000E+00  5.51883157E-01  1.19924277E+00  1.54100000E+04
 -1.65053719E-02 -9.81183532E-04 -1.84892977E-02 -5.02806078E-03  0.00000000E+00  5.33489360E-01  1.18232482E+00  1.54110000E+04
 -4.22608291E-03 -3.70989209E-03 -1.04914431E-02  7.87832520E-03  0.00000000E+00  5.53672724E-01  1.20092881E+00  1.54120000E+04
  5.58126809E-03  3.82213933E-03  5.99363603E-03 -9.99438621E-03  0.00000000E+00  5.45064121E-01  1.19285327E+00  1.54130000E+04
 -2.17913861E-04 -1.05127714E-02  9.99726023E-03  2.43020222E-03  0.00000000E+00  5.53590235E-01  1.20088486E+00  1.54140000E+04
  1.06014577E-03  7.10200905E-03 -3.33508467E-03 -4.13481309E-03  0.00000000E+00  5.33642150E-01  1.18249372E+00  1.54150000E+04
  5.52862400E-03 -2.97601796E-03  1.01799633E-02  4.54300790E-03  0.00000000E+00  5.34465227E-01  1.18318969E+00  1.54160000E+04
  1.40596128E-02  8.82960521E-03 -9.12020429E-03  1.07331846E-02  0.00000000E+00  5.54897545E-01  1.20220832E+00  1.54170000E+04
  6.31973207E-03  9.53129160E-03  5.27164747E-03 -2.87120767E-03  0.00000000E+00  5.49744573E-01  1.19721265E+00  1.54180000E+04
 -6.37023044E-03 -6.52814190E-03 -1.41180785E-02 -5.40527859E-03  0.00000000E+00  5.66759249E-01  1.21382813E+00  1.54190000E+04
 -1.98831144E-02 -5.69903401E-03 -1.24777508E-02 -4.73516173E-04  0.00000000E+00  5.51925162E-01  1.19922189E+00  1.54200000E+04
  4.32343022E-03  5.30371454E-03  9.27652381E-04  8.22991892E-03  0.00000000E+00  5.38227281E-01  1.18660157E+00  1.54210000E+04
  3.48354238E-03 -4.83701821E-03 -1.42972388E-02 -8.23107656E-03  0.00000000E+00  5.65761305E-01  1.21283598E+00  1.54220000E+04
  5.20350902E-03  5.87909128E-03  1.56511971E-02  1.10660941E-02  0.00000000E+00  5.62066259E-01  1.20919382E+00  1.54230000E+04
 -4.77011179E-03 -6.23464675E-03  1.87458928E-02 -7.11238982E-03  0.00000000E+00  5.64743818E-01  1.21180971E+00  1.54240000E+04
 -6.75224945E-03  4.48344068E-03  3.80261897E-03  1.32238032E-04  0.00000000E+00  5.61552698E-01  1.20856318E+00  1.54250000E+04
 -1.73463870E-02 -9.80598701E-03 -1.84102234E-02  8.38444856E-03  0.00000000E+00  5.58004670E-01  1.20520043E+00  1.54260000E+04
 -8.99841183E-03 -9.61319552E-04  1.95544685E-02  1.71651149E-03  0.00000000E+00  5.28645472E-01  1.17807771E+00  1.54270000E+04
  1.53945042E-02 -3.71464855E-03 -1.43250802E-02 -3.07619486E-03  0.00000000E+00  5.65204453E-01  1.21221413E+00  1.54280000E+04
  1.97919110E-02 -5.81501736E-03 -1.99742615E-03  7.27144288E-03  0.00000000E+00  5.59137541E-01  1.20623969E+00  1.54290000E+04
 -1.66219767E-02 -6.54589164E-04 -1.39414395E-02  1.06435481E-02  0.00000000E+00  5.49420075E-01  1.19691928E+00  1.54300000E+04
 -1.83647544E-02  3.91588655E-04  8.74698854E-03  8.79984123E-03  0.00000000E+00  5.30442025E-01  1.17969678E+00  1.54310000E+04
 -5.42726750E-03  9.99831393E-03 -1.37511817E-03  5.99315272E-03  0.00000000E+00  5.65085384E-01  1.21219457E+00  1.54320000E+04
 -1.78377304E-02  9.57592539E-03 -2.72005457E-03  5.74480206E-03  0.00000000E+00  5.43172639E-01  1.19111887E+00  1.54330000E+04
 -8.03086155E-03 -5.66191881E-03 -1.94553766E-02 -4.67442077E-03  0.00000000E+00  5.50915888E-01  1.19828146E+00  1.54340000E+04
 -5.30318296E-03 -3.78117459E-03  1.79848640E-02  1.86302586E-03  0.00000000E+00  5.49232540E-01  1.19666046E+00  1.54350000E+04
 -1.77561530E-02  3.24113953E-03  7.01464612E-03  2.34904032E-03  0.00000000E+00  5.26669224E-01  1.17638633E+00  1.54360000E+04
 -1.27291251E-02  1.22643554E-03 -4.82405080E-03 -4.98159551E-03  0.00000000E+00  5.52283528E-01  1.19955776E+00  1.54370000E+04
 -1.58833174E-02  3.79112348E-03  6.39288322E-03  5.54165640E-03  0.00000000E+00  5.57873508E-01  1.20496615E+00  1.54380000E+04
  1.12586112E-02 -2.06389370E-03 -1.66765528E-02 -5.79397024E-03  0.00000000E+00  5.53753568E-01  1.20097343E+00  1.54390000E+04
 -2.81095229E-03 -1.86901865E-03 -1.75023246E-02 -8.62509492E-04  0.00000000E+00  5.39296445E-01  1.18748842E+00  1.54400000E+04
 -1.68023985E-02  1.15811228E-03  3.59011021E-04 -3.67209454E-03  0.00000000E+00  5.60754515E-01  1.20776862E+00  1.54410000E+04
  1.97666557E-02  8.52568941E-03  1.98755971E-02 -6.67598559E-03  0.00000000E+00  5.43918283E-01  1.19179806E+00  1.54420000E+04
  1.58127961E-02  6.43070262E-03  6.40472955E-03 -2.50252280E-03  0.00000000E+00  5.63559583E-01  1.21058546E+00  1.54430000E+04
 -1.23476313E-02  4.48061086E-03  1.30085055E-02  6.47518640E-03  0.00000000E+00  5.65248717E-01  1.21229321E+00  1.54440000E+04
  9.28926680E-03 -9.60340353E-03  1.04933781E-02 -4.02124006E-03  0.00000000E+00  5.34123256E-01  1.18295246E+00  1.54450000E+04
  9.45580839E-03 -6.44382242E-03  1.55793714E-02 -1.08369332E-05  0.00000000E+00  5.35038270E-01  1.18370757E+00  1.54460000E+04
 -1.70616911E-02  1.08624086E-02 -3.96080937E-03  7.70599676E-03  0.00000000E+00  5.56878179E-01  1.20411219E+00  1.54470000E+04
  1.75122742E-02  2.85636943E-03  1.48009627E-02  5.09900795E-04  0.00000000E+00  5.52986504E-01  1.20021341E+00  1.54480000E+04
 -1.64867612E-02 -9.79270617E-03 -2.59919461E-03 -7.63185092E-03  0.00000000E+00  5.60711649E-01  1.20784901E+00  1.54490000E+04
 -1.73967368E-02  6.29526642E-03  1.45933939E-02 -5.02066968E-03  0.00000000E+00  5.31160638E-01  1.18031303E+00  1.54500000E+04
 -9.45939009E-03  7.48595009E-03  1.51800301E-02  2.44089846E-03  0.00000000E+00  5.38355338E-01  1.18668845E+00  1.54510000E+04
 -1.37675016E-02 -3.03639764E-04 -1.18986411E-02 -5.82825847E-03  0.00000000E+00  5.52795528E-01  1.20005305E+00  1.54520000E+04
 -7.54292514E-03  7.72397265E-03 -1.24252734E-02  8.27246878E-03  0.00000000E+00  5.67103394E-01  1.21422757E+00  1.54530000E+04
 -1.42180592E-02 -7.95210370E-03  1.79348916E-02 -7.57857652E-03  0.00000000E+00  5.55160882E-01  1.20239935E+00  1.54540000E+04
  1.10899111E-02 -7.70916706E-03  8.11235486E-03 -1.15370169E-04  0.00000000E+00  5.43560183E-01  1.19141970E+00  1.54550000E+04
  7.38450834E-03  4.55994726E-03  1.90409638E-02 -2.49979187E-03  0.00000000E+00  5.60331408E-01  1.20736175E+00  1.54560000E+04
 -6.41672071E-03  4.63400301E-04  4.19765057E-03  5.12554550E-03  0.00000000E+00  5.48390127E-01  1.19587645E+00  1.54570000E+04
 -1.33243417E-02 -6.04605355E-03  5.07353213E-03  9.02602219E-03  0.00000000E+00  5.64578039E-01  1.21166857E+00  1.54580000E+04
 -1.05017486E-02 -1.26493360E-03 -1.29886963E-02 -2.02916254E-03  0.00000000E+00  5.66515581E-01  1.21352219E+00  1.54590000E+04
  8.99458610E-03  6.38235194E-03  1.22904389E-02  9.87966263E-03  0.00000000E+00  5.58765874E-01  1.20592053E+00  1.54600000E+04
  9.05010523E-03  3.82950353E-03  6.88919500E-03  4.33987796E-03  0.00000000E+00  5.42756830E-01  1.19066054E+00  1.54610000E+04
 -1.94989035E-02  7.78520084E-03 -1.47481644E-02  6.57181106E-03  0.00000000E+00  5.42058291E-01  1.19008073E+00  1.54620000E+04
  1.82066573E-02  9.16662960E-03 -5.28580107E-03  3.11826696E-03  0.00000000E+00  5.55254291E-01  1.20246611E+00  1.54630000E+04
 -1.29188509E-02 -1.17044436E-03  1.70815934E-02  9.58325558E-03  0.00000000E+00  5.54526224E-01  1.20176384E+00  1.54640000E+04
 -4.24159906E-03  1.30756129E-03  6.81214986E-03  5.92440670E-03  0.00000000E+00  5.27265420E-01  1.17691507E+00  1.54650000E+04
  1.27394280E-02 -1.91633908E-03 -1.08114530E-03  8.15014880E-05  0.00000000E+00  5.27222216E-01  1.17685094E+00  1.54660000E+04
 -1.23327590E-02 -9.80009375E-03  1.99643744E-03  7.47912246E-03  0.00000000E+00  5.62980941E-01  1.21010008E+00  1.54670000E+04
  4.17345903E-03 -6.46737390E-03 -4.05296765E-03 -1.08388867E-04  0.00000000E+00  5.49040127E-01  1.19650005E+00  1.54680000E+04
  5.11730193E-03 -6.77499821E-03  7.85664486E-03  2.41579473E-03  0.00000000E+00  5.63768170E-01  1.21079776E+00  1.54690000E+04
  1.88281381E-03 -6.52169725E-03 -7.59911500E-03 -9.66435063E-03  0.00000000E+00  5.57244993E-01  1.20443288E+00  1.54700000E+04
 -6.10039154E-04 -8.61188192E-03 -2.24820566E-03 -1.41571796E-03  0.00000000E+00  5.35624268E-01  1.18425698E+00  1.54710000E+04
 -1.42728547E-02 -7.16943118E-03  5.61172212E-03 -1.10992557E-02  0.00000000E+00  5.66752606E-01  1.21391329E+00  1.54720000E+04
 -4.61880892E-03  1.44700321E-03  5.94819223E-03 -6.73044289E-03  0.00000000E+00  5.46722069E-01  1.19433525E+00  1.54730000E+04
  1.01366322E-02 -8.89359044E-03 -7.14282890E-03 -1.07309953E-02  0.00000000E+00  5.50578233E-01  1.19808228E+00  1.54740000E+04
  3.88927009E-03  7.83221507E-03  6.64476783E-03  4.92560131E-04  0.00000000E+00  5.42475792E-01  1.19042690E+00  1.54750000E+04
  4.11626676E-03 -9.48934593E-03  5.69004042E-03 -4.26133885E-03  0.00000000E+00  5.61338181E-01  1.20842834E+00  1.54760000E+04
 -1.49440842E-02  7.93228477E-03 -1.23534237E-02 -7.83301079E-04  0.00000000E+00  5.39488800E-01  1.18771187E+00  1.54770000E+04
 -1.06053172E-02 -6.66382482E-03 -1.96265355E-03 -1.75263077E-03  0.00000000E+00  5.39637198E-01  1.18783259E+00  1.54780000E+04
 -2.37054526E-04 -9.94998240E-03 -1.94064687E-02 -5.57645287E-03  0.00000000E+00  5.37922949E-01  1.18635665E+00  1.54790000E+04
  1.97887374E-02 -8.36210390E-03  4.94715004E-03  1.07377518E-02  0.00000000E+00  5.53952332E-01  1.20129191E+00  1.54800000E+04
 -6.54906986E-03  1.11584262E-02  4.06969972E-03 -5.44355573E-03  0.00000000E+00  5.61005290E-01  1.20813932E+00  1.54810000E+04
 -5.90553681E-03 -5.71318444E-04 -8.11840173E-03 -3.90592905E-03  0.00000000E+00  5.65209999E-01  1.21221287E+00  1.54820000E+04
 -2.78888607E-04  9.50333591E-03  7.83072724E-03 -6.43551580E-03  0.00000000E+00  5.28464865E-01  1.17802616E+00  1.54830000E+04
  1.53494526E-02 -1.30034514E-03  9.15868598E-03 -9.59758041E-03  0.00000000E+00  5.66753786E-01  1.21384224E+00  1.54840000E+04
  1.83095676E-02  2.43143351E-03 -1.10590780E-02 -9.32077572E-03  0.00000000E+00  5.64042719E-01  1.21110913E+00  1.54850000E+04
  1.54989276E-02 -5.09230432E-03 -1.79844634E-04  6.36404932E-03  0.00000000E+00  5.39938204E-01  1.18812089E+00  1.54860000E+04
 -2.38513692E-03 -7.17112557E-03  1.99484025E-02  1.03972827E-02  0.00000000E+00  5.45335598E-01  1.19314281E+00  1.54870000E+04
 -1.40955655E-02  3.25500055E-03 -1.73009250E-02 -9.99602812E-03  0.00000000E+00  5.66947230E-01  1.21405335E+00  1.54880000E+04
  1.66350080E-02 -2.51503119E-03  1.20053282E-04  4.47592632E-03  0.00000000E+00  5.33137554E-01  1.18201494E+00  1.54890000E+04
  7.14575189E-03  7.84532850E-03 -1.40781717E-02  5.40231599E-03  0.00000000E+00  5.32877984E-01  1.18183965E+00  1.54900000E+04
 -8.38493836E-03 -8.80145124E-03 -5.98922592E-03  1.04295506E-02  0.00000000E+00  5.53065627E-01  1.20044285E+00  1.54910000E+04
 -8.48707422E-04 -1.09785635E-02  1.32993943E-02 -2.02744208E-04  0.00000000E+00  5.58766281E-01  1.20590535E+00  1.54920000E+04
  3.91072612E-03 -9.20880029E-03  1.46858237E-02  4.71490622E-03  0.00000000E+00  5.31804518E-01  1.18091089E+00  1.54930000E+04
 -2.37191799E-03 -1.80985609E-03 -1.21279473E-02 -8.19373569E-03  0.00000000E+00  5.62990406E-01  1.21003726E+00  1.54940000E+04
  2.54157874E-03  3.32712381E-03  1.12487510E-02 -1.77822330E-03  0.00000000E+00  5.29211662E-01  1.17857614E+00  1.54950000E+04
 -1.88596184E-02 -4.20366625E-03  9.79579753E-03  5.73342755E-04  0.00000000E+00  5.45870351E-01  1.19351836E+00  1.54960000E+04
  1.72191743E-02  2.16562649E-03 -1.04868228E-03  8.39228142E-03  0.00000000E+00  5.53702732E-01  1.20095697E+00  1.54970000E+04
  1.66502497E-02 -1.07694118E-02 -2.78722076E-03 -5.80212706E-03  0.00000000E+00  5.62871329E-01  1.20998869E+00  1.54980000E+04
 -1.75444320E-02  8.55335535E-04  1.92463578E-02 -5.33152076E-03  0.00000000E+00  5.26888634E-01  1.17658523E+00  1.54990000E+04
 -1.80470987E-02 -3.30585685E-04 -5.64600600E-04  9.22201540E-03  0.00000000E+00  5.62973293E-01  1.21003325E+00  1.55000000E+04
  2.90944186E-03 -8.91275326E-03 -1.72942498E-02 -9.85491793E-03  0.00000000E+00  5.51194412E-01  1.19865122E+00  1.55010000E+04
  1.70245819E-03 -2.51828502E-03  9.52034682E-04 -1.07822814E-02  0.00000000E+00  5.41726844E-01  1.18979395E+00  1.55020000E+04
  1.36117805E-02  1.00191830E-02 -5.30496868E-03 -6.61188472E-03  0.00000000E+00  5.42341630E-01  1.19037374E+00  1.55030000E+04
 -9.69831171E-03 -7.11841030E-03  1.78643814E-02  2.29603268E-03  0.00000000E+00  5.41407628E-01  1.18944680E+00  1.55040000E+04
  1.78564856E-02  9.90686214E-03  1.52181840E-02  2.02995540E-03  0.00000000E+00  5.32470033E-01  1.18149061E+00  1.55050000E+04
  4.52154713E-03  9.47025128E-03  2.54264463E-03  9.43198061E-03  0.00000000E+00  5.51181167E-01  1.19864045E+00  1.55060000E+04
 -7.17141287E-03 -9.04646042E-03  5.63304313E-04  3.74093857E-03  0.00000000E+00  5.43641162E-01  1.19152493E+00  1.55070000E+04
